,name,duration,fs,path
16,5338-284437-0008.flac,9.25,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0008.flac
17,5338-284437-0002.flac,2.785,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0002.flac
18,5338-284437-0021.flac,7.515,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0021.flac
19,5338-284437-0032.flac,9.275,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0032.flac
20,5338-284437-0028.flac,4.59,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0028.flac
21,5338-284437-0007.flac,3.7,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0007.flac
22,5338-284437-0025.flac,1.94,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0025.flac
23,5338-284437-0004.flac,6.195,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0004.flac
24,5338-284437-0023.flac,2.795,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0023.flac
25,5338-284437-0031.flac,7.75,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0031.flac
26,5338-284437-0011.flac,3.105,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0011.flac
27,5338-284437-0016.flac,3.37,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0016.flac
28,5338-284437-0020.flac,10.675,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0020.flac
29,5338-284437-0027.flac,3.97,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0027.flac
30,5338-284437-0024.flac,5.985,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0024.flac
31,5338-284437-0019.flac,3.115,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0019.flac
32,5338-284437-0013.flac,11.25,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0013.flac
33,5338-284437-0017.flac,5.01,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0017.flac
34,5338-284437-0033.flac,2.075,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0033.flac
35,5338-284437-0009.flac,10.295,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0009.flac
36,5338-284437-0003.flac,2.73,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0003.flac
37,5338-284437-0010.flac,6.625,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0010.flac
38,5338-284437-0015.flac,5.33,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0015.flac
39,5338-284437-0018.flac,7.96,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0018.flac
40,5338-284437-0006.flac,4.93,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0006.flac
41,5338-284437-0029.flac,7.58,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0029.flac
42,5338-284437-0005.flac,5.21,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0005.flac
43,5338-284437-0014.flac,1.845,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/284437/5338-284437-0014.flac
44,5338-24615-0000.flac,10.025,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0000.flac
45,5338-24615-0009.flac,4.255,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0009.flac
46,5338-24615-0001.flac,7.605,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0001.flac
47,5338-24615-0004.flac,23.51,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0004.flac
48,5338-24615-0013.flac,8.085,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0013.flac
49,5338-24615-0007.flac,10.08,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0007.flac
50,5338-24615-0010.flac,3.89,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0010.flac
51,5338-24615-0011.flac,6.93,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0011.flac
52,5338-24615-0003.flac,11.575,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0003.flac
53,5338-24615-0012.flac,4.3,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0012.flac
54,5338-24615-0014.flac,12.295,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0014.flac
55,5338-24615-0006.flac,11.585,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0006.flac
56,5338-24615-0005.flac,17.77,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0005.flac
57,5338-24615-0002.flac,32.145,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0002.flac
58,5338-24615-0008.flac,9.68,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/5338/24615/5338-24615-0008.flac
59,1919-142785-0060.flac,7.405,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0060.flac
60,1919-142785-0050.flac,8.79,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0050.flac
61,1919-142785-0043.flac,7.085,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0043.flac
62,1919-142785-0020.flac,9.34,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0020.flac
63,1919-142785-0059.flac,8.745,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0059.flac
64,1919-142785-0047.flac,17.665,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0047.flac
65,1919-142785-0036.flac,13.875,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0036.flac
66,1919-142785-0042.flac,3.87,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0042.flac
67,1919-142785-0032.flac,5.92,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0032.flac
68,1919-142785-0011.flac,14.0,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0011.flac
69,1919-142785-0037.flac,2.97,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0037.flac
70,1919-142785-0001.flac,11.05,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0001.flac
71,1919-142785-0008.flac,20.285,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0008.flac
72,1919-142785-0017.flac,7.105,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0017.flac
73,1919-142785-0030.flac,9.37,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0030.flac
74,1919-142785-0012.flac,5.405,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0012.flac
75,1919-142785-0005.flac,18.86,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0005.flac
76,1919-142785-0003.flac,5.405,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0003.flac
77,1919-142785-0063.flac,2.8,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0063.flac
78,1919-142785-0029.flac,2.625,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0029.flac
79,1919-142785-0013.flac,6.01,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0013.flac
80,1919-142785-0054.flac,7.725,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0054.flac
81,1919-142785-0055.flac,9.51,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0055.flac
82,1919-142785-0044.flac,5.77,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0044.flac
83,1919-142785-0002.flac,10.26,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0002.flac
84,1919-142785-0035.flac,3.61,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0035.flac
85,1919-142785-0031.flac,5.155,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0031.flac
86,1919-142785-0034.flac,3.68,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0034.flac
87,1919-142785-0052.flac,3.1,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0052.flac
88,1919-142785-0026.flac,5.655,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0026.flac
89,1919-142785-0039.flac,2.88,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0039.flac
90,1919-142785-0018.flac,7.06,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0018.flac
91,1919-142785-0016.flac,2.78,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0016.flac
92,1919-142785-0058.flac,2.36,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0058.flac
93,1919-142785-0007.flac,26.625,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0007.flac
94,1919-142785-0014.flac,8.13,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0014.flac
95,1919-142785-0028.flac,5.16,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0028.flac
96,1919-142785-0046.flac,2.635,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0046.flac
97,1919-142785-0027.flac,9.535,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0027.flac
98,1919-142785-0056.flac,2.1,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0056.flac
99,1919-142785-0045.flac,6.11,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0045.flac
100,1919-142785-0057.flac,8.31,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0057.flac
101,1919-142785-0033.flac,7.71,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0033.flac
102,1919-142785-0000.flac,2.66,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0000.flac
103,1919-142785-0006.flac,2.8,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0006.flac
104,1919-142785-0021.flac,1.69,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0021.flac
105,1919-142785-0019.flac,8.38,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0019.flac
106,1919-142785-0041.flac,12.15,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0041.flac
107,1919-142785-0038.flac,5.905,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0038.flac
108,1919-142785-0061.flac,17.43,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0061.flac
109,1919-142785-0040.flac,7.92,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0040.flac
110,1919-142785-0025.flac,8.005,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0025.flac
111,1919-142785-0004.flac,8.17,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0004.flac
112,1919-142785-0023.flac,7.24,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0023.flac
113,1919-142785-0051.flac,9.29,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0051.flac
114,1919-142785-0062.flac,4.14,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0062.flac
115,1919-142785-0015.flac,4.29,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0015.flac
116,1919-142785-0022.flac,6.77,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0022.flac
117,1919-142785-0010.flac,11.505,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0010.flac
118,1919-142785-0048.flac,1.84,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0048.flac
119,1919-142785-0024.flac,2.86,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0024.flac
120,1919-142785-0009.flac,5.84,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0009.flac
121,1919-142785-0049.flac,15.835,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0049.flac
122,1919-142785-0053.flac,11.06,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/1919/142785/1919-142785-0053.flac
123,2412-153948-0002.flac,3.72,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0002.flac
124,2412-153948-0007.flac,9.37,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0007.flac
125,2412-153948-0008.flac,5.815,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0008.flac
126,2412-153948-0014.flac,9.705,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0014.flac
127,2412-153948-0009.flac,5.995,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0009.flac
128,2412-153948-0011.flac,9.7450625,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0011.flac
129,2412-153948-0010.flac,2.915,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0010.flac
130,2412-153948-0015.flac,3.465,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0015.flac
131,2412-153948-0003.flac,8.515,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0003.flac
132,2412-153948-0000.flac,11.66,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0000.flac
133,2412-153948-0012.flac,6.17,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0012.flac
134,2412-153948-0013.flac,8.54,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0013.flac
135,2412-153948-0005.flac,3.14,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0005.flac
136,2412-153948-0006.flac,16.615,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0006.flac
137,2412-153948-0004.flac,22.68,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0004.flac
138,2412-153948-0001.flac,10.51,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153948/2412-153948-0001.flac
139,2412-153954-0007.flac,8.43,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0007.flac
140,2412-153954-0022.flac,3.54,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0022.flac
141,2412-153954-0013.flac,3.915,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0013.flac
142,2412-153954-0009.flac,10.42,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0009.flac
143,2412-153954-0018.flac,12.105,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0018.flac
144,2412-153954-0015.flac,11.39,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0015.flac
145,2412-153954-0016.flac,8.44,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0016.flac
146,2412-153954-0005.flac,5.845,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0005.flac
147,2412-153954-0012.flac,8.12,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0012.flac
148,2412-153954-0023.flac,2.65,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0023.flac
149,2412-153954-0000.flac,9.915,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0000.flac
150,2412-153954-0006.flac,10.22,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0006.flac
151,2412-153954-0004.flac,10.41,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0004.flac
152,2412-153954-0010.flac,7.94,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0010.flac
153,2412-153954-0021.flac,6.11,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0021.flac
154,2412-153954-0020.flac,7.975,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0020.flac
155,2412-153954-0008.flac,2.735,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0008.flac
156,2412-153954-0024.flac,4.19,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0024.flac
157,2412-153954-0017.flac,6.99,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0017.flac
158,2412-153954-0019.flac,7.485,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0019.flac
159,2412-153954-0002.flac,4.055,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0002.flac
160,2412-153954-0003.flac,8.15,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0003.flac
161,2412-153954-0014.flac,17.615,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0014.flac
162,2412-153954-0011.flac,5.935,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0011.flac
163,2412-153954-0001.flac,9.75,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153954/2412-153954-0001.flac
164,2412-153947-0008.flac,10.84,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153947/2412-153947-0008.flac
165,2412-153947-0014.flac,12.795,16000.0,/home/dicarlo_d/Documents/Code/alphaMUSIC/data/LibriSpeech/dev-clean/2412/153947/2412-153947-0014.flac
