,timestamp,task,array,rec,VAD_0,DOA_0,VAD_1,DOA_1,J,MUSIC_0,MUSIC_1,MUSIC_time,aMUSIC_0,aMUSIC_1,aMUSIC_time,NormMUSIC_0,NormMUSIC_1,NormMUSIC_time,aNormMUSIC_0,aNormMUSIC_1,aNormMUSIC_time,SRP_PHAT_0,SRP_PHAT_1,SRP_PHAT_time,VAD_2,DOA_2,MUSIC_2,aMUSIC_2,NormMUSIC_2,aNormMUSIC_2,SRP_PHAT_2
15,1.2000000000000002,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,69.0,115.0,0.010182380676269531,46.0,115.0,0.01967597007751465,150.0,115.0,0.010154247283935547,67.0,116.00000000000001,0.021930694580078125,26.0,101.0,0.0285947322845459,1.0,101.44908451473256,101.0,100.0,101.0,101.0,
16,1.2375,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,140.0,115.0,0.010793685913085938,47.0,116.00000000000001,0.019667625427246094,47.0,116.00000000000001,0.01026773452758789,46.0,116.00000000000001,0.021393299102783203,25.0,56.0,0.028052806854248047,1.0,101.44908451473256,101.0,98.0,101.0,100.0,101.0
17,1.2750000000000001,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,65.0,115.0,0.010584354400634766,115.0,63.0,0.019815444946289062,64.0,115.0,0.010149955749511719,62.0,115.0,0.01982712745666504,153.0,68.0,0.028102636337280273,1.0,101.44908451473256,101.0,98.0,101.0,99.0,101.0
18,1.3125,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,116.00000000000001,63.0,0.009908437728881836,62.0,93.0,0.02051997184753418,63.0,116.00000000000001,0.01016855239868164,62.0,116.00000000000001,0.019484281539916992,66.0,114.00000000000001,0.02828049659729004,1.0,101.44908451473256,101.0,100.0,101.0,100.0,100.0
19,1.35,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,63.0,116.00000000000001,0.010586261749267578,92.0,62.0,0.019309520721435547,63.0,116.00000000000001,0.010227441787719727,62.0,115.0,0.01943492889404297,66.0,115.0,0.028078079223632812,1.0,101.44908451473256,101.0,101.0,101.0,101.0,101.0
20,1.3875000000000002,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,63.0,116.00000000000001,0.010674715042114258,115.0,62.0,0.0194547176361084,63.0,116.00000000000001,0.01011514663696289,61.0,115.0,0.0198519229888916,65.0,102.0,0.029644012451171875,1.0,101.44908451473256,102.0,101.0,102.0,102.0,115.0
21,1.425,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,63.0,103.0,0.009917259216308594,62.0,115.0,0.01941680908203125,63.0,103.0,0.010117053985595703,62.0,115.0,0.02048969268798828,64.0,116.00000000000001,0.02810978889465332,1.0,101.44908451473256,116.00000000000001,102.0,116.00000000000001,103.0,
22,1.4625000000000001,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,63.0,103.0,0.009810686111450195,62.0,115.0,0.020232439041137695,62.0,103.0,0.009337186813354492,62.0,115.0,0.020381927490234375,65.0,106.0,0.028406381607055664,1.0,101.44908451473256,116.00000000000001,102.0,116.00000000000001,103.0,116.00000000000001
23,1.5,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,62.0,103.0,0.011201143264770508,62.0,115.0,0.019652128219604492,62.0,103.0,0.009305715560913086,62.0,116.00000000000001,0.020289897918701172,64.0,105.00000000000001,0.02748250961303711,1.0,101.44908451473256,116.00000000000001,102.0,116.00000000000001,102.0,115.0
24,1.5375,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,63.0,104.0,0.010651588439941406,63.0,116.00000000000001,0.019412994384765625,62.0,104.0,0.009287834167480469,62.0,104.0,0.020140409469604492,65.0,81.0,0.02737569808959961,1.0,101.44908451473256,116.00000000000001,103.0,116.00000000000001,116.00000000000001,115.0
25,1.5750000000000002,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,50.0,104.0,0.010589361190795898,49.0,116.00000000000001,0.01964402198791504,49.0,104.0,0.010029315948486328,48.00000000000001,102.0,0.019443273544311523,54.0,103.0,0.02711772918701172,1.0,101.44908451473256,116.00000000000001,99.0,116.00000000000001,116.00000000000001,115.0
26,1.6125,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,49.0,116.00000000000001,0.01077413558959961,46.0,116.00000000000001,0.019500732421875,48.00000000000001,116.00000000000001,0.010245084762573242,47.0,115.0,0.019634246826171875,50.0,114.00000000000001,0.028099536895751953,1.0,101.44908451473256,101.0,100.0,101.0,101.0,102.0
27,1.6500000000000001,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,57.00000000000001,116.00000000000001,0.011670112609863281,115.0,48.00000000000001,0.01979517936706543,59.99999999999999,116.00000000000001,0.010155200958251953,48.00000000000001,115.0,0.020689964294433594,66.0,115.0,0.028830289840698242,1.0,101.44908451473256,101.0,100.0,101.0,100.0,101.0
28,1.6875,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,48.00000000000001,116.00000000000001,0.010087251663208008,115.0,47.0,0.020560741424560547,47.0,116.00000000000001,0.009232521057128906,46.0,115.0,0.020665407180786133,48.00000000000001,115.0,0.02774190902709961,1.0,101.44908451473256,101.0,99.0,101.0,100.0,101.0
29,1.725,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,54.0,116.00000000000001,0.009824991226196289,116.00000000000001,48.00000000000001,0.019289016723632812,57.00000000000001,116.00000000000001,0.010439872741699219,47.0,116.00000000000001,0.01933765411376953,50.0,115.0,0.0285036563873291,1.0,101.44908451473256,101.0,100.0,101.0,100.0,101.0
30,1.7625000000000002,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,48.00000000000001,116.00000000000001,0.010445833206176758,100.0,62.0,0.019633054733276367,47.0,116.00000000000001,0.009246349334716797,46.0,116.00000000000001,0.019963502883911133,54.0,101.0,0.027389049530029297,1.0,101.44908451473256,101.0,46.0,101.0,100.0,116.00000000000001
31,1.8,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,52.0,102.0,0.010698795318603516,116.00000000000001,101.0,0.019641637802124023,49.0,101.0,0.009813308715820312,47.0,116.00000000000001,0.019574642181396484,65.0,101.0,0.027263164520263672,1.0,101.44908451473256,116.00000000000001,58.00000000000001,116.00000000000001,101.0,116.00000000000001
32,1.8375000000000001,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,116.00000000000001,102.0,0.010649442672729492,116.00000000000001,101.0,0.01951146125793457,116.00000000000001,101.0,0.010032892227172852,116.00000000000001,101.0,0.01935267448425293,101.0,116.00000000000001,0.028133392333984375,1.0,101.44908451473256,62.0,58.00000000000001,62.0,62.0,64.0
33,1.875,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,116.00000000000001,102.0,0.010656118392944336,116.00000000000001,101.0,0.019654512405395508,116.00000000000001,102.0,0.00928497314453125,116.00000000000001,102.0,0.020084619522094727,101.0,116.00000000000001,0.027426958084106445,1.0,101.44908451473256,62.0,62.0,62.0,62.0,63.0
34,1.9125,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,101.0,116.00000000000001,0.010785341262817383,101.0,116.00000000000001,0.019481420516967773,101.0,116.00000000000001,0.01069784164428711,101.0,116.00000000000001,0.021068096160888672,101.0,116.00000000000001,0.029161453247070312,1.0,101.44908451473256,63.0,62.0,63.0,63.0,63.0
35,1.9500000000000002,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,102.0,115.0,0.010266780853271484,102.0,115.0,0.0202939510345459,102.0,115.0,0.00937342643737793,101.0,116.00000000000001,0.01945018768310547,102.0,116.00000000000001,0.027943849563598633,1.0,101.44908451473256,63.0,63.0,63.0,62.0,63.0
36,1.9875,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,3.0,101.0,63.0,0.010557889938354492,101.0,114.00000000000001,0.0193328857421875,101.0,116.00000000000001,0.010128021240234375,101.0,116.00000000000001,0.019318103790283203,63.0,103.0,0.027899742126464844,1.0,101.44908451473256,115.0,63.0,63.0,62.0,116.00000000000001
37,2.025,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,105.00000000000001,115.0,0.010719060897827148,104.0,115.0,0.019585609436035156,101.0,116.00000000000001,0.009571552276611328,101.0,116.00000000000001,0.02056407928466797,59.99999999999999,116.00000000000001,0.028092622756958008,1.0,101.44908451473256,,,,,
38,2.0625,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,104.0,116.00000000000001,0.009796380996704102,104.0,115.0,0.019491910934448242,103.0,116.00000000000001,0.011092662811279297,103.0,116.00000000000001,0.019558429718017578,58.00000000000001,116.00000000000001,0.028435468673706055,1.0,101.44908451473256,,,,,
39,2.0999999999999996,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,104.0,116.00000000000001,0.010693550109863281,104.0,116.00000000000001,0.02068805694580078,104.0,116.00000000000001,0.00991678237915039,103.0,116.00000000000001,0.019184112548828125,59.99999999999999,116.00000000000001,0.028467893600463867,1.0,101.44908451473256,,,,,
40,2.1374999999999997,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,103.0,116.00000000000001,0.010598182678222656,115.0,101.0,0.01939225196838379,103.0,116.00000000000001,0.01021575927734375,101.0,116.00000000000001,0.019280672073364258,56.0,116.00000000000001,0.02750253677368164,1.0,101.44908451473256,,,,,
41,2.175,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,116.00000000000001,101.0,0.010702133178710938,116.00000000000001,98.0,0.019250869750976562,116.00000000000001,101.0,0.009312152862548828,116.00000000000001,101.0,0.020166397094726562,103.0,116.00000000000001,0.02755284309387207,1.0,101.44908451473256,,,,,
42,2.2125,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,115.0,101.0,0.009964466094970703,115.0,98.0,0.020550251007080078,115.0,101.0,0.009395599365234375,116.00000000000001,100.0,0.019611358642578125,115.0,102.0,0.028360366821289062,1.0,101.44908451473256,,,,,
43,2.25,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,115.0,101.0,0.009900331497192383,114.00000000000001,97.0,0.019460678100585938,115.0,101.0,0.010470390319824219,115.0,100.0,0.01965641975402832,56.0,101.0,0.028210163116455078,1.0,101.44908451473256,,,,,
44,2.2874999999999996,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,63.0,100.0,0.010553121566772461,64.0,97.0,0.019223928451538086,76.0,100.0,0.01017308235168457,63.0,98.0,0.019478559494018555,143.0,100.0,0.027964115142822266,1.0,101.44908451473256,,,,,
45,2.3249999999999997,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,63.0,100.0,0.010072946548461914,99.0,64.0,0.02058863639831543,62.0,100.0,0.010120630264282227,63.0,100.0,0.02126145362854004,63.0,100.0,0.029291152954101562,1.0,101.44908451473256,,,,,
46,2.3625,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,100.0,63.0,0.010551691055297852,100.0,63.0,0.019805431365966797,100.0,63.0,0.009954452514648438,100.0,63.0,0.0192716121673584,99.0,63.0,0.027364730834960938,1.0,101.44908451473256,,,,,
47,2.4,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,100.0,63.0,0.010608434677124023,99.0,63.0,0.01931309700012207,100.0,63.0,0.010302066802978516,100.0,63.0,0.019275665283203125,99.0,63.0,0.0272672176361084,1.0,101.44908451473256,,,,,
48,2.4375,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,101.0,63.0,0.009947776794433594,100.0,63.0,0.01937103271484375,100.0,63.0,0.010153055191040039,100.0,63.0,0.021191120147705078,100.0,63.0,0.028459548950195312,1.0,101.44908451473256,,,,,
49,2.4749999999999996,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,101.0,63.0,0.01075887680053711,100.0,63.0,0.019521474838256836,100.0,63.0,0.009345054626464844,100.0,63.0,0.02033686637878418,100.0,63.0,0.027203798294067383,1.0,101.44908451473256,,,,,
50,2.5124999999999997,2.0,dicit,3.0,0.0,61.93593227001442,1.0,43.68663584214714,2.0,100.0,63.0,0.010826587677001953,100.0,63.0,0.01955890655517578,100.0,63.0,0.010257720947265625,100.0,63.0,0.019253015518188477,63.0,100.0,0.028486967086791992,1.0,101.44908451473256,,,,,
51,2.55,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,100.0,63.0,0.009831666946411133,52.0,63.0,0.019413232803344727,100.0,63.0,0.010191679000854492,100.0,63.0,0.019307851791381836,101.0,62.0,0.02819037437438965,0.0,101.44908451473256,,,,,
52,2.5875,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,46.0,62.0,0.009809255599975586,62.0,53.0,0.020348548889160156,46.0,62.0,0.009279966354370117,45.0,62.0,0.019637584686279297,47.0,61.0,0.02800464630126953,0.0,101.44908451473256,,,,,
53,2.625,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,62.0,45.0,0.01073908805847168,45.0,51.0,0.019621849060058594,62.0,45.0,0.010348320007324219,62.0,45.0,0.020035266876220703,61.0,46.0,0.028563976287841797,0.0,101.44908451473256,,,,,
54,2.6624999999999996,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,62.0,46.0,0.010737419128417969,61.0,46.0,0.019203901290893555,62.0,45.0,0.010225057601928711,61.0,45.0,0.019339561462402344,61.0,46.0,0.028063297271728516,0.0,101.44908451473256,,,,,
55,2.6999999999999997,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,152.0,62.0,0.009781599044799805,144.0,62.0,0.02025604248046875,73.0,62.0,0.01022481918334961,45.0,62.0,0.01971602439880371,112.0,62.0,0.028174638748168945,0.0,101.44908451473256,,,,,
56,2.7375,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,45.0,62.0,0.01070404052734375,109.0,62.0,0.019472837448120117,72.0,62.0,0.009431600570678711,46.0,62.0,0.020325183868408203,156.0,63.0,0.028470516204833984,0.0,101.44908451473256,,,,,
57,2.775,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,46.0,62.0,0.009816884994506836,46.0,62.0,0.020737648010253906,73.0,62.0,0.009637594223022461,46.0,62.0,0.01987481117248535,152.0,63.0,0.028043031692504883,0.0,101.44908451473256,,,,,
58,2.8125,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,114.00000000000001,62.0,0.010763406753540039,115.0,62.0,0.019731998443603516,114.00000000000001,62.0,0.010063886642456055,115.0,62.0,0.019399404525756836,115.0,63.0,0.027959346771240234,0.0,101.44908451473256,,,,,
59,2.8499999999999996,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,114.00000000000001,63.0,0.011009454727172852,115.0,62.0,0.01959824562072754,115.0,62.0,0.00945591926574707,115.0,62.0,0.0202789306640625,115.0,63.0,0.02767658233642578,0.0,101.44908451473256,,,,,
60,2.8874999999999997,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,63.0,115.0,0.010731935501098633,115.0,62.0,0.019405364990234375,62.0,115.0,0.010333776473999023,62.0,116.00000000000001,0.019806385040283203,62.0,115.0,0.028059720993041992,0.0,101.44908451473256,,,,,
61,2.925,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,104.0,115.0,0.010687112808227539,103.0,116.00000000000001,0.020108699798583984,104.0,116.00000000000001,0.010494470596313477,103.0,116.00000000000001,0.01946854591369629,147.0,115.0,0.02788376808166504,0.0,101.44908451473256,,,,,
62,2.9625,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,96.00000000000001,59.00000000000001,0.010842323303222656,62.0,94.0,0.019539594650268555,58.00000000000001,96.00000000000001,0.009366035461425781,58.00000000000001,95.0,0.020200729370117188,63.0,96.00000000000001,0.027523279190063477,0.0,101.44908451473256,,,,,
63,3.0,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,111.0,89.0,0.011497735977172852,118.00000000000001,90.0,0.01939868927001953,110.0,89.0,0.010319948196411133,62.0,90.0,0.020845890045166016,104.0,88.0,0.02825474739074707,0.0,101.44908451473256,,,,,
64,3.0374999999999996,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,61.0,45.0,0.010711669921875,88.0,45.0,0.019829511642456055,62.0,45.0,0.010428428649902344,62.0,44.0,0.01954817771911621,46.0,63.0,0.02829766273498535,0.0,101.44908451473256,,,,,
65,3.0749999999999997,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,62.0,45.0,0.010684013366699219,62.0,45.0,0.019472837448120117,62.0,45.0,0.009955167770385742,62.0,45.0,0.01952052116394043,62.0,45.0,0.027390003204345703,0.0,101.44908451473256,,,,,
66,3.1125,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,62.0,45.0,0.009855985641479492,153.0,45.0,0.020087480545043945,62.0,45.0,0.009375810623168945,63.0,44.0,0.019587993621826172,62.0,45.0,0.028723955154418945,0.0,101.44908451473256,,,,,
67,3.15,2.0,dicit,3.0,1.0,61.93593227001442,1.0,43.68663584214714,2.0,157.0,45.0,0.009936094284057617,153.0,44.0,0.019396305084228516,62.0,45.0,0.010300397872924805,63.0,44.0,0.019784212112426758,154.0,45.0,0.03145599365234375,0.0,101.44908451473256,,,,,
68,3.1875,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010978937149047852,45.0,,0.019382715225219727,45.0,,0.011143207550048828,45.0,,0.019657373428344727,45.0,,0.028187990188598633,0.0,101.44908451473256,,,,,
69,3.2249999999999996,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.01067209243774414,45.0,,0.019527912139892578,45.0,,0.010434627532958984,45.0,,0.01935410499572754,45.0,,0.028450489044189453,0.0,101.44908451473256,,,,,
70,3.2624999999999997,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010797977447509766,45.0,,0.021184682846069336,45.0,,0.00998234748840332,45.0,,0.019238710403442383,45.0,,0.02850031852722168,0.0,101.44908451473256,,,,,
71,3.3,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010818243026733398,45.0,,0.0194094181060791,45.0,,0.01012563705444336,45.0,,0.01923680305480957,45.0,,0.027355670928955078,0.0,101.44908451473256,,,,,
72,3.3375,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.009904623031616211,45.0,,0.020650386810302734,45.0,,0.009257078170776367,45.0,,0.019997358322143555,46.0,,0.028130769729614258,0.0,101.44908451473256,,,,,
73,3.375,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.009878873825073242,45.0,,0.02007460594177246,45.0,,0.011017799377441406,45.0,,0.019271373748779297,46.0,,0.028119564056396484,0.0,101.44908451473256,,,,,
74,3.4124999999999996,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010578155517578125,45.0,,0.020266056060791016,45.0,,0.010667085647583008,45.0,,0.01916670799255371,45.0,,0.027385950088500977,0.0,101.44908451473256,,,,,
75,3.4499999999999997,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.009868621826171875,45.0,,0.019596576690673828,45.0,,0.010291099548339844,45.0,,0.01945805549621582,45.0,,0.02821969985961914,0.0,101.44908451473256,,,,,
76,3.4875,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,44.0,,0.010563850402832031,44.0,,0.019221782684326172,44.0,,0.00943303108215332,44.0,,0.020227909088134766,45.0,,0.027167320251464844,0.0,101.44908451473256,,,,,
77,3.525,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,44.0,,0.009741067886352539,44.0,,0.020470619201660156,44.0,,0.009327888488769531,44.0,,0.019706249237060547,45.0,,0.028251171112060547,0.0,101.44908451473256,,,,,
78,3.5625,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010644197463989258,45.0,,0.019742727279663086,44.0,,0.010058403015136719,44.0,,0.020244359970092773,44.0,,0.03023505210876465,0.0,101.44908451473256,,,,,
79,3.5999999999999996,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010762214660644531,45.0,,0.01944708824157715,45.0,,0.00934290885925293,45.0,,0.019997358322143555,45.0,,0.027411699295043945,0.0,101.44908451473256,,,,,
80,3.6374999999999997,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010630607604980469,45.0,,0.019359827041625977,45.0,,0.010174751281738281,45.0,,0.01935720443725586,45.0,,0.028309106826782227,0.0,101.44908451473256,,,,,
81,3.675,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010637760162353516,45.0,,0.02098226547241211,45.0,,0.010153055191040039,45.0,,0.019630908966064453,45.0,,0.028279542922973633,0.0,101.44908451473256,,,,,
82,3.7125,2.0,dicit,3.0,1.0,61.93593227001442,0.0,43.68663584214714,1.0,45.0,,0.010742902755737305,45.0,,0.01929163932800293,45.0,,0.009297609329223633,45.0,,0.0210723876953125,46.0,,0.027239322662353516,0.0,101.44908451473256,,,,,
